STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR,2022,3.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR0,2021,3.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR0,2022,3.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR02,2021,2.2,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR02,2022,2.5,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR03,2021,3.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR03,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR05,2021,4.2,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR05,2022,5.2,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR06,2021,2.5,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HR06,2022,2.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU,2021,5.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU,2022,6.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU1,2021,6.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU1,2022,8.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU11,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU11,2022,9.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU12,2021,4.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU12,2022,5.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU2,2021,4.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU2,2022,5.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU21,2021,4.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU21,2022,5.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU22,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU22,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU23,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU23,2022,4.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU3,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU3,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU31,2021,3.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU31,2022,5.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU32,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU32,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU33,2021,6.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,HU33,2022,6.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE,2021,13.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE,2022,13.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE0,2021,13.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE0,2022,13.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE04,2021,15.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE04,2022,14.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE05,2021,14.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE05,2022,13.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE06,2021,12.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IE06,2022,12.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IS,2021,21.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IS,2022,21.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IS0,2021,21.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IS0,2022,21.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IS00,2021,21.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IS00,2022,21.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IT,2021,5.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,IT,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC,2021,5.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC1,2021,5.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC1,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC2,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC2,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC3,2021,4.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC3,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC4,2021,5.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITC4,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF,2021,4.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF,2022,4.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF1,2021,5.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF1,2022,5.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF2,2021,4.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF2,2022,4.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF3,2021,4.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF3,2022,4.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF4,2021,3.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF4,2022,3.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF5,2021,3.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF5,2022,4.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF6,2021,4.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITF6,2022,4.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITG,2021,3.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITG,2022,3.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITG1,2021,3.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITG1,2022,3.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITG2,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITG2,2022,4.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH,2021,6.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH,2022,5.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH1,2021,7.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH1,2022,8.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH2,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH2,2022,4.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH3,2021,5.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH3,2022,5.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH4,2021,4.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH4,2022,5.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH5,2021,7.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITH5,2022,6.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI,2021,5.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI,2022,5.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI1,2021,6.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI1,2022,6.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI2,2021,5.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI2,2022,5.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI3,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI3,2022,5.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI4,2021,5.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,ITI4,2022,5.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT,2021,10.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT,2022,11.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT0,2021,10.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT0,2022,11.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT01,2021,14.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT01,2022,14.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT02,2021,9.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LT02,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LU,2021,4.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LU,2022,3.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LU0,2021,4.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LU0,2022,3.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LU00,2021,4.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LU00,2022,3.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LV,2021,12.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LV,2022,13.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LV0,2021,12.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LV0,2022,13.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LV00,2021,12.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,LV00,2022,13.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,MT,2021,7.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,MT,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,MT0,2021,7.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,MT0,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,MT00,2021,7.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,MT00,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL,2021,9.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL,2022,10.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL1,2021,9.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL1,2022,10.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL11,2021,8.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL11,2022,8.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL12,2021,12.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL12,2022,11.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL13,2021,8.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL13,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL2,2021,9.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL2,2022,11.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL21,2021,8.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL21,2022,9.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL22,2021,10.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL22,2022,12.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL23,2021,6.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL23,2022,12.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL3,2021,9.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL3,2022,10.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL31,2021,11.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL31,2022,11.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL32,2021,10.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL32,2022,12.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL33,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL33,2022,9.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL34,2021,10.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL34,2022,8.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL4,2021,8.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL4,2022,9.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL41,2021,9.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL41,2022,10.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL42,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NL42,2022,9.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO,2021,14.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO,2022,13.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO0,2021,14.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO0,2022,13.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO02,2021,15.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO02,2022,13.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO06,2021,15.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO06,2022,14.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO07,2021,13.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO07,2022,9.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO08,2021,15.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO08,2022,15.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO09,2021,15.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO09,2022,12.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO0A,2021,12.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,NO0A,2022,13.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL,2021,6.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL,2022,6.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL2,2021,5.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL2,2022,5.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL21,2021,5.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL21,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL22,2021,5.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL22,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL4,2021,5.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL4,2022,6.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL41,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL41,2022,5.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL42,2021,5.9,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL42,2022,7.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL43,2021,5.7,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL43,2022,6.8,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL5,2021,6.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL5,2022,7.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL51,2021,7.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL51,2022,7.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL52,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL52,2022,6.3,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL6,2021,5.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL6,2022,5.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL61,2021,5.0,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL61,2022,5.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL62,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL62,2022,4.2,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL63,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL63,2022,6.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL7,2021,6.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL7,2022,7.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL71,2021,6.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL71,2022,7.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL72,2021,5.2,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL72,2022,5.9,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL8,2021,4.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL8,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL81,2021,6.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL81,2022,5.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL82,2021,3.8,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL82,2022,3.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL84,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL84,2022,5.0,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL9,2021,8.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL9,2022,7.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL91,2021,10.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL91,2022,9.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL92,2021,6.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PL92,2022,5.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT,2021,8.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT,2022,8.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT1,2021,8.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT1,2022,8.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT11,2021,8.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT11,2022,8.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT15,2021,10.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT15,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT16,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,PT16,2022,9.1,
